log_stem,log_relpath,Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
30min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log,TRANSFORMER,89.95,0.7997,0.9027,0.8165,0.0861,58.48,0.3973,0.6225,0.4606,100.0,0.5712,58.48,0.5329,100.0,1.0,-31.470000000000006,-0.4024,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,CNN,95.88,0.9667,0.9586,0.8816,0.9742,95.37,0.9641,0.9544,0.9246,100.0,2.4889,95.37,0.9409,100.0,1.0,-0.5099999999999909,-0.0026000000000000467,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,LSTM,92.75,0.9459,0.9298,0.9184,0.1924,93.45,0.9497,0.9358,0.892,100.0,0.8281,93.45,0.9169,100.0,1.0,0.7000000000000028,0.0038000000000000256,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,LightGBM,90.08,0.8042,0.894,0.5911,0.0531,89.69,0.7616,0.887,0.3644,96.58,0.5242,90.27,0.8577,97.59,0.8188,-0.39000000000000057,-0.04259999999999997,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,MAMBA,92.42,0.9421,0.926,0.8833,0.2305,92.49,0.9417,0.9261,0.8584,100.0,0.9176,92.49,0.9043,100.0,1.0,0.06999999999999318,-0.00040000000000006697,Cascade,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,MiniRocket,88.91,0.7678,0.8816,0.5111,,88.77,0.7644,0.8807,0.5289,95.33,0.4931,89.59,0.8526,96.81,0.8124,-0.14000000000000057,-0.0034000000000000696,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,TRANSFORMER,93.83,0.9505,0.9382,0.8399,0.0934,93.08,0.9475,0.9326,0.9027,100.0,0.6515,93.08,0.913,100.0,1.0,-0.75,-0.0030000000000000027,Joint,Joint
30min1500Test_geo_Seed1,leo/30min-1500/30min1500Test_geo_Seed1.log,CNN,42.63,0.2168,0.4461,0.0,0.9688,62.01,0.2333,0.5973,0.0089,23.73,2.4765,67.13,0.538,26.25,0.2246,19.379999999999995,0.016500000000000015,Cascade,Cascade
30min1500Test_geo_Seed1,leo/30min-1500/30min1500Test_geo_Seed1.log,LSTM,66.84,0.2208,0.6133,0.0148,0.1821,74.13,0.2147,0.636,0.0,10.64,0.7714,74.29,0.4328,23.56,0.2074,7.289999999999992,-0.006099999999999994,Cascade,Joint
30min1500Test_geo_Seed1,leo/30min-1500/30min1500Test_geo_Seed1.log,LightGBM,72.56,0.2103,0.6103,0.0,0.0555,74.59,0.2136,0.6374,0.0,,0.5195,74.59,0.4272,77.06,0.2901,2.030000000000001,0.003300000000000025,Cascade,Cascade
30min1500Test_geo_Seed1,leo/30min-1500/30min1500Test_geo_Seed1.log,MAMBA,29.37,0.203,0.3858,0.2539,0.2331,58.74,0.2384,0.5897,0.0467,24.47,0.8904,64.77,0.5375,30.47,0.2455,29.37,0.03539999999999999,Cascade,Cascade
30min1500Test_geo_Seed1,leo/30min-1500/30min1500Test_geo_Seed1.log,MiniRocket,74.38,0.2158,0.6383,0.0,,69.12,0.242,0.6348,0.0104,60.16,0.4761,70.21,0.4871,67.55,0.3369,-5.259999999999991,0.0262,Joint,Cascade
30min1500Test_geo_Seed1,leo/30min-1500/30min1500Test_geo_Seed1.log,TRANSFORMER,38.26,0.2162,0.4756,0.1253,0.0924,51.31,0.2485,0.5614,0.1417,33.03,0.5794,59.17,0.5321,33.75,0.2654,13.050000000000004,0.032299999999999995,Cascade,Cascade
30min1500Test_geo_Seed0,leo/30min-1500/30min1500Test_geo_Seed0.log,CNN,55.59,0.2183,0.5633,0.0,0.9832,45.06,0.1988,0.5031,0.0,21.33,2.5051,57.14,0.5392,18.67,0.1483,-10.530000000000001,-0.01949999999999999,Joint,Joint
30min1500Test_geo_Seed0,leo/30min-1500/30min1500Test_geo_Seed0.log,LSTM,65.15,0.2265,0.6142,0.0128,0.1819,70.17,0.2309,0.6297,0.0103,19.02,0.7953,72.06,0.4882,14.44,0.1509,5.019999999999996,0.004399999999999987,Cascade,Cascade
30min1500Test_geo_Seed0,leo/30min-1500/30min1500Test_geo_Seed0.log,LightGBM,72.76,0.2106,0.6128,0.0,0.0546,74.77,0.2139,0.6397,0.0,,0.5154,74.77,0.4278,76.94,0.2899,2.009999999999991,0.0032999999999999974,Cascade,Cascade
30min1500Test_geo_Seed0,leo/30min-1500/30min1500Test_geo_Seed0.log,MAMBA,36.57,0.2182,0.4554,0.1689,0.2374,42.87,0.2331,0.5123,0.1388,28.63,1.0229,54.09,0.5161,31.12,0.2436,6.299999999999997,0.014899999999999997,Cascade,Cascade
30min1500Test_geo_Seed0,leo/30min-1500/30min1500Test_geo_Seed0.log,MiniRocket,74.77,0.2139,0.6397,0.0,,74.77,0.2139,0.6397,0.0,,0.4738,74.77,0.4278,76.72,0.2932,0.0,0.0,Tie,Tie
30min1500Test_geo_Seed0,leo/30min-1500/30min1500Test_geo_Seed0.log,TRANSFORMER,58.29,0.2543,0.5989,0.0622,0.0869,59.1,0.2255,0.585,0.0158,14.93,0.5986,65.09,0.5282,20.37,0.1911,0.8100000000000023,-0.02880000000000002,Cascade,Joint
30min1500Energy_J2Energy_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed0.log,CNN,34.01,0.1752,0.3343,0.0,0.985,72.65,0.2224,0.6383,0.0,84.27,2.5096,72.75,0.4436,75.66,0.297,38.64000000000001,0.04719999999999999,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed0.log,LSTM,68.51,0.2057,0.6093,0.0,0.174,74.77,0.2139,0.6397,0.0,,0.7797,74.77,0.4278,56.98,0.2746,6.259999999999991,0.008200000000000013,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed0.log,LightGBM,72.76,0.2106,0.6128,0.0,0.0414,74.77,0.2139,0.6397,0.0,,0.4891,74.77,0.4278,20.83,0.1202,2.009999999999991,0.0032999999999999974,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed0.log,MAMBA,17.22,0.0967,0.2156,0.0,0.2362,11.27,0.0923,0.1457,0.0717,18.26,0.9069,31.9,0.2947,18.26,0.1567,-5.949999999999999,-0.004400000000000001,Joint,Joint
30min1500Energy_J2Energy_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed0.log,MiniRocket,77.03,0.3601,0.6815,0.0,,76.0,0.3074,0.671,0.0,33.94,0.4757,78.43,0.5641,90.06,0.5604,-1.0300000000000011,-0.05269999999999997,Joint,Joint
30min1500Energy_J2Energy_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed0.log,TRANSFORMER,74.77,0.2139,0.6397,0.0,0.0869,74.77,0.2139,0.6397,0.0,,0.5627,74.77,0.4278,77.13,0.2903,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log,CNN,96.39,0.9663,0.9648,0.9858,1.1137,96.64,0.9443,0.967,0.9067,100.0,2.6406,96.64,0.9566,100.0,0.9992,0.25,-0.02200000000000002,Cascade,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log,LSTM,68.16,0.629,0.7095,0.7559,0.4669,71.47,0.7025,0.7184,0.3509,99.97,1.3643,71.47,0.6313,99.76,0.9635,3.3100000000000023,0.07350000000000001,Cascade,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log,LightGBM,77.53,0.4694,0.6852,0.0,0.2095,77.54,0.3989,0.6861,0.0,99.73,0.725,77.55,0.5376,96.86,0.6405,0.010000000000005116,-0.07050000000000001,Cascade,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log,MAMBA,67.62,0.5338,0.6898,0.3503,0.4643,66.24,0.5205,0.6816,0.3956,96.39,1.3494,66.73,0.604,96.19,0.7675,-1.3800000000000097,-0.01330000000000009,Joint,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log,MiniRocket,87.38,0.6604,0.87,0.0444,,87.35,0.7481,0.8707,0.4,98.35,0.5689,87.64,0.831,98.83,0.8033,-0.030000000000001137,0.0877,Joint,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log,TRANSFORMER,94.68,0.7812,0.9515,0.9948,0.2053,96.25,0.7781,0.9628,0.1822,99.93,0.8257,96.27,0.9521,99.93,0.9884,1.5699999999999932,-0.0030999999999999917,Cascade,Joint
100min1500EvalTest_Seed2,leo/100min-1500/100min1500EvalTest_Seed2.log,CNN,32.94,0.1695,0.4114,0.0,1.1054,48.17,0.2508,0.5442,0.0311,38.55,2.7425,57.42,0.5398,31.41,0.2455,15.230000000000004,0.08130000000000001,Cascade,Cascade
100min1500EvalTest_Seed2,leo/100min-1500/100min1500EvalTest_Seed2.log,LSTM,31.54,0.2024,0.4037,0.1698,0.4823,36.94,0.1771,0.4579,0.0,5.15,1.359,53.5,0.5184,4.61,0.0723,5.399999999999999,-0.02529999999999999,Cascade,Joint
100min1500EvalTest_Seed2,leo/100min-1500/100min1500EvalTest_Seed2.log,LightGBM,73.75,0.2122,0.6261,0.0,0.2258,74.53,0.2135,0.6366,0.0,,0.7265,74.53,0.427,78.97,0.2942,0.7800000000000011,0.0012999999999999956,Cascade,Cascade
100min1500EvalTest_Seed2,leo/100min-1500/100min1500EvalTest_Seed2.log,MAMBA,39.4,0.2253,0.4827,0.166,0.3763,49.71,0.2334,0.5539,0.0936,21.34,1.1925,59.78,0.5447,20.13,0.1785,10.310000000000002,0.008099999999999996,Cascade,Cascade
100min1500EvalTest_Seed2,leo/100min-1500/100min1500EvalTest_Seed2.log,MiniRocket,74.53,0.2135,0.6366,0.0,,74.53,0.2135,0.6366,0.0,,0.562,74.53,0.427,79.1,0.2946,0.0,0.0,Tie,Tie
100min1500EvalTest_Seed2,leo/100min-1500/100min1500EvalTest_Seed2.log,TRANSFORMER,33.43,0.2192,0.43,0.2548,0.189,52.86,0.2444,0.5695,0.0667,30.37,0.8963,61.04,0.5465,25.95,0.213,19.43,0.0252,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,CNN,97.68,0.9821,0.9771,0.9776,1.1102,97.79,0.983,0.9782,0.9842,100.0,2.6224,97.79,0.9713,100.0,1.0,0.10999999999999943,0.0009000000000000119,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,LSTM,97.13,0.9757,0.9717,0.9729,0.5334,96.98,0.9747,0.9703,0.9793,100.0,1.4881,96.98,0.961,100.0,1.0,-0.14999999999999147,-0.0010000000000000009,Joint,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,LightGBM,90.08,0.7952,0.8918,0.5713,0.2133,90.08,0.7855,0.8906,0.4533,98.83,0.7403,90.27,0.8535,99.24,0.8431,0.0,-0.009700000000000042,Tie,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,MAMBA,96.67,0.9742,0.9671,0.9539,0.596,96.75,0.9743,0.9679,0.9557,100.0,1.5776,96.75,0.9577,100.0,1.0,0.0799999999999983,0.00010000000000010001,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,MiniRocket,90.07,0.6707,0.8899,0.04,,90.15,0.7504,0.8914,0.3111,98.49,0.545,90.4,0.8558,99.01,0.7881,0.0800000000000125,0.0797,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,TRANSFORMER,96.65,0.9748,0.9673,0.9895,0.2267,96.89,0.9763,0.9695,0.977,100.0,0.8502,96.89,0.9598,100.0,1.0,0.23999999999999488,0.0014999999999999458,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,CNN,97.64,0.9818,0.9767,0.9799,1.1121,98.07,0.9851,0.9809,0.9847,100.0,2.6247,98.07,0.975,100.0,1.0,0.4299999999999926,0.0032999999999999696,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,LSTM,97.03,0.9774,0.9709,0.9847,0.5357,97.45,0.9804,0.9749,0.9771,100.0,1.4979,97.45,0.9671,100.0,1.0,0.4200000000000017,0.0030000000000000027,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,LightGBM,89.88,0.784,0.8892,0.5068,0.1633,89.88,0.771,0.8882,0.4044,98.66,0.6754,90.1,0.8521,99.14,0.822,0.0,-0.013000000000000012,Tie,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,MAMBA,96.76,0.9744,0.968,0.9553,0.5983,96.92,0.9753,0.9694,0.9491,99.97,1.5966,96.92,0.96,99.97,0.9997,0.1599999999999966,0.0008999999999999009,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,MiniRocket,89.39,0.6586,0.8816,0.0267,,89.37,0.7867,0.8828,0.5327,98.44,0.56,89.62,0.8449,99.02,0.8471,-0.01999999999999602,0.1281,Joint,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,TRANSFORMER,97.21,0.9789,0.9727,0.9894,0.2254,96.43,0.9725,0.965,0.971,100.0,0.8566,96.43,0.9544,100.0,1.0,-0.7799999999999869,-0.006399999999999961,Joint,Joint
100min1500EvalTest_Seed1,leo/100min-1500/100min1500EvalTest_Seed1.log,CNN,41.92,0.2125,0.4387,0.0,1.0983,74.83,0.214,0.6405,0.0,,2.7433,74.83,0.428,16.05,0.1201,32.91,0.0015000000000000013,Cascade,Cascade
100min1500EvalTest_Seed1,leo/100min-1500/100min1500EvalTest_Seed1.log,LSTM,33.63,0.1883,0.4188,0.0178,0.4776,34.81,0.1816,0.4485,0.033,7.83,1.3686,51.26,0.5006,7.42,0.0949,1.1799999999999997,-0.006699999999999984,Cascade,Joint
100min1500EvalTest_Seed1,leo/100min-1500/100min1500EvalTest_Seed1.log,LightGBM,74.07,0.2128,0.6304,0.0,0.2243,74.83,0.214,0.6405,0.0,,0.733,74.83,0.428,79.43,0.2951,0.7600000000000051,0.0012000000000000066,Cascade,Cascade
100min1500EvalTest_Seed1,leo/100min-1500/100min1500EvalTest_Seed1.log,MAMBA,40.36,0.2146,0.4846,0.0937,0.373,50.75,0.2401,0.5584,0.1007,28.51,1.1843,59.74,0.5428,25.5,0.2128,10.39,0.025499999999999995,Cascade,Cascade
100min1500EvalTest_Seed1,leo/100min-1500/100min1500EvalTest_Seed1.log,MiniRocket,74.83,0.214,0.6405,0.0,,74.83,0.214,0.6405,0.0,0.0,0.5499,74.83,0.4281,79.51,0.2953,0.0,0.0,Tie,Tie
100min1500EvalTest_Seed1,leo/100min-1500/100min1500EvalTest_Seed1.log,TRANSFORMER,35.99,0.2243,0.443,0.1022,0.1888,73.08,0.2245,0.6367,0.0,18.73,0.804,73.83,0.4569,14.14,0.1362,37.089999999999996,0.00020000000000000573,Cascade,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed0.log,CNN,96.36,0.9461,0.9645,0.9939,1.1109,96.82,0.9516,0.9688,0.8978,100.0,2.6196,96.82,0.9592,100.0,0.9992,0.45999999999999375,0.005499999999999949,Cascade,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed0.log,LSTM,71.06,0.7341,0.7365,0.9404,0.4678,74.34,0.603,0.7143,0.161,99.92,1.3361,74.34,0.6142,99.89,0.9846,3.280000000000001,-0.1311,Cascade,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed0.log,LightGBM,77.97,0.5167,0.6904,0.0,0.2161,77.57,0.398,0.6868,0.0,99.78,0.7151,77.57,0.5407,97.49,0.6569,-0.4000000000000057,-0.11870000000000003,Joint,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed0.log,MAMBA,57.11,0.5271,0.6079,0.6758,0.4576,66.39,0.545,0.6893,0.4973,96.41,1.3488,66.95,0.6203,95.61,0.751,9.280000000000001,0.017900000000000027,Cascade,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed0.log,MiniRocket,90.1,0.6699,0.8917,0.0311,,90.1,0.718,0.8922,0.1689,98.81,0.5519,90.3,0.8574,99.08,0.7883,0.0,0.04809999999999992,Tie,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed0.log,TRANSFORMER,94.27,0.7724,0.9479,0.9942,0.2031,95.23,0.7087,0.9523,0.0089,99.9,0.8139,95.26,0.9399,99.89,0.9821,0.960000000000008,-0.06369999999999998,Cascade,Joint
100min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_Test_geo_Seed2.log,CNN,68.9,0.2085,0.6154,0.0,1.1034,75.06,0.2144,0.6436,0.0,,2.6168,75.06,0.4288,76.72,0.3067,6.159999999999997,0.005900000000000016,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_Test_geo_Seed2.log,LSTM,30.66,0.1598,0.2902,0.0,0.4542,75.06,0.2144,0.6436,0.0,,1.3226,75.06,0.4288,1.0,0.0066,44.400000000000006,0.05460000000000001,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_Test_geo_Seed2.log,LightGBM,74.28,0.2131,0.6332,0.0,0.1592,75.06,0.2144,0.6436,0.0,,0.6342,75.06,0.4288,20.2,0.112,0.7800000000000011,0.0012999999999999956,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_Test_geo_Seed2.log,MAMBA,73.23,0.2123,0.6353,0.0,0.466,75.06,0.2144,0.6436,0.0,,1.3317,75.06,0.4288,20.05,0.1114,1.8299999999999983,0.0021000000000000185,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_Test_geo_Seed2.log,MiniRocket,73.99,0.2712,0.666,0.0,,75.26,0.2906,0.6752,0.0,16.54,0.5521,79.68,0.6112,82.29,0.3953,1.2700000000000102,0.01940000000000003,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_Test_geo_Seed2.log,TRANSFORMER,19.69,0.0823,0.0648,0.0,0.1951,75.06,0.2144,0.6436,0.0,,0.8228,75.06,0.4288,20.05,0.1114,55.370000000000005,0.1321,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,CNN,65.42,0.2859,0.653,0.0,1.1044,20.97,0.0905,0.0868,0.0,79.07,2.6099,26.25,0.2164,79.07,0.2944,-44.45,-0.1954,Joint,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,LSTM,74.75,0.2139,0.6394,0.0,0.5239,74.75,0.2139,0.6394,0.0,,1.4538,74.75,0.4277,64.7,0.2646,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,LightGBM,79.28,0.3626,0.7582,0.0046,0.1272,81.83,0.3865,0.8006,0.0,28.61,0.6948,99.51,0.9934,29.29,0.1904,2.549999999999997,0.023900000000000032,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,MAMBA,74.75,0.2139,0.6394,0.0,0.6042,74.75,0.2139,0.6394,0.0,,1.5669,74.75,0.4277,79.07,0.2944,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,MiniRocket,78.47,0.4299,0.7032,0.0,,79.56,0.46,0.7107,0.0,94.91,0.5403,79.84,0.6183,98.86,0.6575,1.0900000000000034,0.030100000000000016,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,TRANSFORMER,0.25,0.0012,0.0,0.0,0.2092,74.75,0.2139,0.6394,0.0,,0.8902,74.75,0.4277,19.94,0.1109,74.5,0.2127,Cascade,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,CNN,96.7,0.9376,0.9677,0.9861,1.1087,96.23,0.9553,0.9633,0.9847,99.98,2.6208,96.24,0.9523,99.98,0.9963,-0.46999999999999886,0.01770000000000005,Joint,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LSTM,95.67,0.9492,0.9578,0.9745,0.4786,67.17,0.7253,0.697,0.5511,99.99,1.3834,67.17,0.6269,99.86,0.9775,-28.5,-0.2239000000000001,Joint,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LightGBM,77.37,0.4763,0.683,0.0,0.2029,77.25,0.3945,0.6825,0.0,99.88,0.711,77.25,0.535,97.41,0.647,-0.12000000000000455,-0.08179999999999998,Joint,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,MAMBA,61.68,0.5616,0.6513,0.6146,0.4698,64.62,0.5189,0.6719,0.4533,95.55,1.3532,65.27,0.6012,94.36,0.7354,2.940000000000005,-0.04269999999999996,Cascade,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,MiniRocket,89.59,0.6952,0.8882,0.0978,,89.58,0.7861,0.8888,0.5289,98.67,0.5549,89.81,0.8537,99.09,0.837,-0.010000000000005116,0.09089999999999998,Joint,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,TRANSFORMER,94.14,0.7631,0.9479,0.995,0.2075,95.47,0.7171,0.9547,0.0222,100.0,0.8248,95.47,0.9426,100.0,1.0,1.3299999999999983,-0.04600000000000004,Cascade,Joint
100min1500EvalTest_Seed0,leo/100min-1500/100min1500EvalTest_Seed0.log,CNN,36.61,0.2106,0.4535,0.1083,1.0989,54.7,0.2728,0.5871,0.0044,54.51,2.7321,60.52,0.5502,54.31,0.3215,18.090000000000003,0.06219999999999998,Cascade,Cascade
100min1500EvalTest_Seed0,leo/100min-1500/100min1500EvalTest_Seed0.log,LSTM,37.47,0.2345,0.4449,0.0356,0.4782,27.28,0.1453,0.3804,0.0,2.47,1.3548,47.36,0.4715,2.53,0.0459,-10.189999999999998,-0.08919999999999997,Joint,Joint
100min1500EvalTest_Seed0,leo/100min-1500/100min1500EvalTest_Seed0.log,LightGBM,73.93,0.2125,0.6285,0.0,0.224,74.71,0.2138,0.639,0.0,,0.7149,74.71,0.4276,78.45,0.2931,0.7799999999999869,0.0012999999999999956,Cascade,Cascade
100min1500EvalTest_Seed0,leo/100min-1500/100min1500EvalTest_Seed0.log,MAMBA,42.08,0.232,0.5031,0.1628,0.3765,52.11,0.2339,0.561,0.0494,21.64,1.1669,61.54,0.5526,20.0,0.1705,10.030000000000001,0.001899999999999985,Cascade,Cascade
100min1500EvalTest_Seed0,leo/100min-1500/100min1500EvalTest_Seed0.log,MiniRocket,74.71,0.2138,0.639,0.0,,74.71,0.2138,0.639,0.0,,0.5323,74.71,0.4276,78.55,0.2933,0.0,0.0,Tie,Tie
